,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,MARGEN_TOTAL_CALCULADO
1264,635.97,89.76,89.76,546.21
1265,730.17,72.34,72.34,657.83
1266,439.66,420.67,420.67,18.99
1267,2359.7,401.65,401.65,7832.22
1268,976.0,385.09,385.09,1181.81
1269,1475.3,316.19,316.19,23182.19
1270,900.0,0.0,0.0,900.0
1271,945.0,518.43,518.43,426.57
1272,2914.4,469.53,931.02,11932.46
1273,951.04,208.88,208.88,2226.47
1274,120.0,0.0,67.57,262.14
1275,1086.48,67.56,67.56,3056.77
1276,315.0,57.6,57.6,514.8
1277,12500.0,0.0,4604.19,15791.62
1278,1417.1,0.0,408.31,1008.79
1279,720.0,129.7,129.7,3541.82
1280,863.14,257.11,257.11,1212.07
1281,650.0,325.78,325.78,1621.08
1282,825.0,332.9,332.9,2460.49
1283,610.0,197.83,197.83,412.17
1284,610.0,178.15,178.15,431.85
1285,610.0,171.15,171.15,438.85
1286,120.13,48.2,48.2,71.93
1287,165.51,48.1,48.1,117.41
1288,27808.0,0.0,654.34,27153.66
1289,519.0,78.24,78.24,881.52
1290,993.12,42.65,42.65,1900.93
1291,1366.13,394.88,394.88,5827.47
1292,1545.0,0.0,89.98,8730.14
1293,983.0,129.28,129.28,2561.16
1294,435.72,153.85,153.85,281.87
1295,1699.0,0.0,251.47,14475.29
1296,14000.0,0.0,277.5,13722.5
1297,6591.1,1541.46,1541.46,5049.64
1298,1289.0,519.45,519.45,769.55
1299,862.5,331.49,331.49,1062.01
1300,462.0,153.85,153.85,308.15
1301,1223.38,264.62,264.62,958.76
1302,1045.31,199.05,199.05,2538.78
1303,1270.84,0.0,330.66,2820.53
1304,669.0,97.49,97.49,1143.01
1305,125.0,48.2,48.2,153.61
1306,155.0,63.31,63.31,183.38
1307,190.0,65.16,65.16,124.84
1308,561.7,0.0,61.77,2499.63
1309,542.65,0.0,51.49,2455.82
1310,485.0,144.4,144.4,3406.0
1311,315.0,57.6,57.6,514.8
1312,1056.55,336.58,336.58,5759.74
1313,2665.0,1318.1,1318.1,1346.9
1314,717.87,331.49,331.49,772.75
1315,691.7,186.16,186.16,1011.08
1316,521.04,205.2,205.2,631.67
1317,350.41,125.68,125.68,898.92
1318,3788.69,0.0,120.76,14671.74
1319,125.0,48.2,48.2,76.8
1320,9981.1,485.13,1044.55,22452.82
1321,958.3,157.64,157.64,800.66
1322,802.0,63.9,63.9,738.1
1323,5309.11,1292.27,1292.27,4016.84
1324,696.0,30.45,30.45,1331.11
1325,1801.38,996.4,996.4,3219.92
1326,2360.0,0.0,961.36,5594.57
1327,1800.18,0.0,592.18,24160.04
1328,3890.0,936.33,936.33,17722.0
1329,3890.0,0.0,1133.81,16537.11
1330,195.0,0.0,88.63,1063.72
1331,728.43,0.0,168.53,1119.79
1332,1475.3,301.31,301.31,23479.89
1333,1318.7,919.68,919.68,399.02
1334,1009.65,286.34,286.34,723.31
1335,827.59,227.18,227.18,600.41
1336,873.75,137.33,137.33,736.42
1337,735.0,139.65,139.65,595.35
1338,2177.5,280.14,280.14,11384.19
1339,1545.0,89.98,89.98,8730.14
1340,2220.7,448.24,448.24,1772.46
1341,3643.7,0.0,0.0,7287.4
1342,1512.12,0.0,0.0,13609.08
1343,1800.69,328.36,328.36,1472.33
1344,1158.51,78.25,78.25,1080.26
1345,909.56,0.0,253.9,5245.25
1346,955.38,158.36,158.36,3188.07
1347,710.0,96.96,96.96,4904.3
1348,1385.5,140.88,140.88,1244.62
1349,123.0,21.39,21.39,1016.15
1350,980.0,301.12,301.12,4073.29
1351,980.0,299.53,299.53,6124.21
1352,1130.5,499.2,499.2,631.3
1353,155.0,79.01,79.01,227.97
1354,620.35,0.0,127.06,2959.75
1355,13688.0,0.0,0.0,13688.0
1356,2220.7,293.13,293.13,1927.57
1357,1121.7,0.0,291.13,830.57
1358,1302.15,0.0,196.44,1105.71
1359,485.0,144.4,144.4,681.2
1360,18482.78,1734.88,1734.88,16747.9
1361,1457.2,0.0,461.49,24892.82
1362,123.0,21.39,21.39,1016.15
1363,2056.2,466.2,466.2,6360.01
1364,315.0,57.6,57.6,257.4
1365,1475.3,315.59,315.59,23194.18
1366,355.0,119.05,119.05,2359.53
1367,1385.9,0.0,0.0,4157.7
1368,1613.26,668.13,668.13,9451.34
1369,420.0,37.65,37.65,1529.41
1370,1166.63,0.0,360.2,1612.87
1371,576.65,0.0,366.62,420.07
1372,485.0,144.4,144.4,340.6
1373,315.0,57.6,57.6,772.2
1374,3045.5,0.0,0.0,3045.5
1375,689.63,227.18,227.18,462.44
1376,3416.0,222.14,222.14,6387.73
1377,815.0,222.0,222.0,593.0
1378,1449.3,454.72,454.72,2983.73
1379,395.29,97.49,97.49,1786.78
1380,266.0,97.3,97.3,674.81
1381,655.5,306.53,306.53,1395.87
1382,1435.2,0.0,355.52,1079.68
1383,2278.45,414.88,414.88,1863.57
1384,1110.0,0.0,83.4,2053.2
1385,2056.2,0.0,586.32,5879.51
1386,3053.25,828.0,828.0,13351.5
1387,4810.0,0.0,442.5,21837.49
1388,976.0,360.7,360.7,1230.61
1389,3730.0,1311.27,1311.27,2418.73
1390,3053.25,773.21,773.21,11400.21
1391,3090.0,89.98,179.95,17460.29
1392,410.0,57.6,57.6,352.4
1393,11809.98,0.0,2335.2,9474.78
1394,2494.8,0.0,620.47,11245.96
1395,700.0,0.0,325.78,748.43
1396,478.0,0.0,66.31,1235.07
1397,792.11,131.45,131.45,17177.06
1398,798.79,137.63,137.63,6611.64
1399,729.57,0.0,232.01,2487.8
1400,737.62,236.2,236.2,2507.09
1401,1357.5,0.0,405.55,9519.54
1402,1325.07,0.0,0.0,1325.07
1403,1981.88,0.0,333.62,26372.18
1404,3730.0,0.0,696.46,6067.08
1405,488.0,107.33,107.33,3806.75
1406,759.0,0.0,681.52,309.9
1407,5668.99,0.0,1319.88,4349.11
1408,2300.0,0.0,99.68,2200.32
1409,2959.68,0.0,1186.76,10637.54
1410,732.0,0.0,317.5,829.0
1411,1000.0,226.23,226.23,773.77
1412,12500.0,4579.08,4579.08,7920.92
1413,1897.27,78.09,78.09,9095.92
1414,510.0,51.16,51.16,1376.51
1415,1888.0,0.0,294.5,9560.98
1416,439.15,0.0,123.21,947.83
1417,925.82,65.31,65.31,1721.01
1418,1910.5,286.13,286.13,3248.75
1419,2020.42,421.91,421.91,3197.02
1420,1177.07,477.16,477.16,1399.82
1421,712.0,102.31,102.31,3658.12
1422,718.6,104.69,104.69,3683.48
1423,2182.35,0.0,596.55,4757.41
1424,5909.84,1884.35,1884.35,4025.49
1425,1406.0,0.0,80.66,13253.45
